path,label,utterance_id,codec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2865615.flac,0,DF_E_2865615,low_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4982165.flac,0,DF_E_4982165,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3483294.flac,0,DF_E_3483294,high_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3554484.flac,0,DF_E_3554484,high_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2432004.flac,0,DF_E_2432004,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2335444.flac,0,DF_E_2335444,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2654953.flac,0,DF_E_2654953,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3413389.flac,0,DF_E_3413389,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3108967.flac,0,DF_E_3108967,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4587027.flac,0,DF_E_4587027,low_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3359175.flac,0,DF_E_3359175,high_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3114045.flac,0,DF_E_3114045,low_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2622411.flac,0,DF_E_2622411,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4655930.flac,0,DF_E_4655930,low_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2125070.flac,0,DF_E_2125070,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2033361.flac,0,DF_E_2033361,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2590441.flac,0,DF_E_2590441,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4575574.flac,0,DF_E_4575574,mp3m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4728142.flac,0,DF_E_4728142,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4735370.flac,0,DF_E_4735370,high_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2796451.flac,0,DF_E_2796451,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3232751.flac,0,DF_E_3232751,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2588709.flac,0,DF_E_2588709,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4606101.flac,0,DF_E_4606101,nocodec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3056372.flac,0,DF_E_3056372,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2717911.flac,0,DF_E_2717911,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4592441.flac,0,DF_E_4592441,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2238933.flac,0,DF_E_2238933,high_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4359496.flac,0,DF_E_4359496,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4435426.flac,0,DF_E_4435426,mp3m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3604681.flac,0,DF_E_3604681,high_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4560127.flac,0,DF_E_4560127,nocodec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3377362.flac,0,DF_E_3377362,mp3m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3264885.flac,0,DF_E_3264885,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4532456.flac,0,DF_E_4532456,low_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2681751.flac,0,DF_E_2681751,high_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2130459.flac,0,DF_E_2130459,oggm4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3451985.flac,0,DF_E_3451985,low_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2633922.flac,0,DF_E_2633922,low_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3064384.flac,0,DF_E_3064384,low_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3557154.flac,0,DF_E_3557154,high_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4058788.flac,0,DF_E_4058788,nocodec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2038208.flac,0,DF_E_2038208,nocodec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2141192.flac,0,DF_E_2141192,high_mp3
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2801736.flac,0,DF_E_2801736,nocodec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4826210.flac,0,DF_E_4826210,low_ogg
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4961984.flac,0,DF_E_4961984,low_mp3
