path,label,utterance_id,codec
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4038321.flac,0,DF_E_4038321,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4627890.flac,0,DF_E_4627890,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4629689.flac,0,DF_E_4629689,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4383728.flac,0,DF_E_4383728,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2319119.flac,0,DF_E_2319119,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2652168.flac,0,DF_E_2652168,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3004904.flac,0,DF_E_3004904,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2812174.flac,0,DF_E_2812174,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2376574.flac,0,DF_E_2376574,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3383555.flac,0,DF_E_3383555,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4249012.flac,0,DF_E_4249012,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4921378.flac,0,DF_E_4921378,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3745407.flac,0,DF_E_3745407,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2457199.flac,0,DF_E_2457199,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3121040.flac,0,DF_E_3121040,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2245146.flac,0,DF_E_2245146,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4887127.flac,0,DF_E_4887127,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3598554.flac,0,DF_E_3598554,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4828141.flac,0,DF_E_4828141,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2220145.flac,0,DF_E_2220145,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4257788.flac,0,DF_E_4257788,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2677811.flac,0,DF_E_2677811,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_3639680.flac,0,DF_E_3639680,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3006606.flac,0,DF_E_3006606,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2731391.flac,0,DF_E_2731391,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3479353.flac,0,DF_E_3479353,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4871685.flac,0,DF_E_4871685,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_3491942.flac,0,DF_E_3491942,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part01/ASVspoof2021_DF_eval/flac/DF_E_2892271.flac,0,DF_E_2892271,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part02/ASVspoof2021_DF_eval/flac/DF_E_4196044.flac,0,DF_E_4196044,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part03/ASVspoof2021_DF_eval/flac/DF_E_4258188.flac,0,DF_E_4258188,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2049212.flac,0,DF_E_2049212,high_m4a
/kaggle/input/datasets/pankajsomkuwar/asvspoof-2021-df/ASVspoof2021_DF_eval_part00/ASVspoof2021_DF_eval/flac/DF_E_2042780.flac,0,DF_E_2042780,high_m4a
